ID,Purchase-date,Date,Time,Quarter,Qtr,Year,Month,Date_1,Special Day,Online Sale Offers ,Day,Weekend,Morning,Afternoon,Evening,Night,Gender,Customer ID,"Gender
F=1665
M=1815",Product-Name,Item-Status,Quantity,Currency,Item Price,Shipping-Price,Ship-City,Ship-State,Ship-Postal-Code,Category,"Total_
amount",Author ,Publication,"Profit Percentage
 (%)",Profit (INR),Cost Price
1404,04/04/2019 12:59,04/04/2019,11:59:00,2019 - Q2,2,2019,4,4,0,0,4,0,1,0,0,0,0,B07FWVVYW,M,Science Textbook for Class - 6  - 652,Shipped,2,INR,182,140,NOIDA,UTTAR PRADESH,201303,school,322,NCERT,National Council of Education Research and Training,18,32.76,149.24
1405,04/04/2019 13:44,04/04/2019,12:44:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWXAXU,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,Gurgaon,Haryana,122011,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1406,04/04/2019 14:25,04/04/2019,13:25:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWWVUX,M,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,90,new delhi,DELHI,110075,School,245,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1407,04/04/2019 15:18,04/04/2019,14:18:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWXBYQ,M,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,90,guntur,ANDHRA PRADESH,522001,school,198,NCERT,National Council of Education Research and Training,18,19.44,88.56
1408,04/04/2019 15:53,04/04/2019,14:53:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,1,B07FWWTQS,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GHAZIABAD,UTTAR PRADESH,201010,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1409,04/04/2019 15:54,04/04/2019,14:54:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWXYZT,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,New Delhi,DELHI,110017,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1410,04/04/2019 15:58,04/04/2019,14:58:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWYXZS,M,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,2,INR,194,140,Faridabad,Haryana,121002,school,334,NCERT,National Council of Education Research and Training,18,34.92,159.08
1411,04/04/2019 16:24,04/04/2019,15:24:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWVVXR,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122003,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1412,04/04/2019 16:39,04/04/2019,15:39:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,1,0,0,0,B07FWYAZY,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,PATNA,BIHAR,800002,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1413,04/04/2019 17:45,04/04/2019,16:45:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,1,B07FWXBSV,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,70,MUMBAI,MAHARASHTRA,400086,school,161,NCERT,National Council of Education Research and Training,18,16.38,74.62
1414,04/04/2019 17:45,04/04/2019,16:45:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,1,B07FWVVWV,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,MUMBAI,MAHARASHTRA,400086,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1415,04/04/2019 18:07,04/04/2019,17:07:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,0,B07FWWXXZ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,PUNE,MAHARASHTRA,411017,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1416,04/04/2019 20:10,04/04/2019,19:10:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,1,B07FWWBVZ,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,BENGALURU,KARNATAKA,560037,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1417,04/04/2019 20:10,04/04/2019,19:10:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,0,B07FWVBST,M,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,BENGALURU,KARNATAKA,560037,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1418,04/04/2019 20:11,04/04/2019,19:11:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,1,B07FWVZTQ,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,NEW DELHI,DELHI,110053,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1419,04/04/2019 20:56,04/04/2019,19:56:00,2019 - Q2,2,2019,4,4,0,0,4,0,0,0,1,0,0,B07FWXATV,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,LUDHIANA,PUNJAB,141001,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1420,05/04/2019 01:50,04/05/2019,00:50:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,0,1,0,B07FWWVTU,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,HYDERABAD,TELANGANA,500057,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1421,05/04/2019 05:34,04/05/2019,04:34:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,0,1,1,B07FWVWWV,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,THANE,MAHARASHTRA,400615,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1422,05/04/2019 05:34,04/05/2019,04:34:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,0,1,1,B07FWVYXZ,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,70,MUMBAI,MAHARASHTRA,400075,school,161,NCERT,National Council of Education Research and Training,18,16.38,74.62
1423,05/04/2019 10:28,04/05/2019,09:28:00,2019 - Q2,2,2019,4,5,0,0,5,0,1,0,0,0,0,B07FWYWVQ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,MOHALI,PUNJAB,140301,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1424,05/04/2019 11:28,04/05/2019,10:28:00,2019 - Q2,2,2019,4,5,0,0,5,0,1,0,0,0,1,B07FWWYUW,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,BENGALURU,KARNATAKA,560085,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1425,05/04/2019 14:40,04/05/2019,13:40:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,1,0,0,0,B07FWWWYV,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,PANDHARPUR,MAHARASHTRA,413304,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1426,05/04/2019 15:22,04/05/2019,14:22:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,1,0,0,0,B07FWYART,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,UTTAR BAGDOGRA,WEST BENGAL,734014,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1427,05/04/2019 16:17,04/05/2019,15:17:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,1,0,0,1,B07FWYZYY,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,90,BENGALURU,KARNATAKA,560016,school,198,NCERT,National Council of Education Research and Training,18,19.44,88.56
1428,05/04/2019 16:46,04/05/2019,15:46:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,1,0,0,1,B07FWVZQY,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GREATER NOIDA,UTTAR PRADESH,201310,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1429,05/04/2019 17:31,04/05/2019,16:31:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,0,B07FWVXVS,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,NEW DELHI,DELHI,110025,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1430,05/04/2019 17:34,04/05/2019,16:34:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,0,B07FWWAVV,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122001,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1431,05/04/2019 17:38,04/05/2019,16:38:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,1,B07FWXTUY,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,Gurgaon,HARYANA,122011,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1432,05/04/2019 18:15,04/05/2019,17:15:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,0,B07FWXSXW,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,TIRUCHIRAPPALLI,TAMIL NADU,620026,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1433,05/04/2019 19:06,04/05/2019,18:06:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,1,B07FWXXQS,F,Science Textbook for Class - 6  - 652,Shipped,2,INR,182,140,Kolkata,WEST BENGAL,700031,school,322,NCERT,National Council of Education Research and Training,18,32.76,149.24
1434,05/04/2019 19:21,04/05/2019,18:21:00,2019 - Q2,2,2019,4,5,0,0,5,0,0,0,1,0,0,B07FWWZSZ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,KANKIPADU,ANDHRA PRADESH,521151,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1435,06/04/2019 04:49,04/06/2019,03:49:00,2019 - Q2,2,2019,4,6,0,0,6,0,0,0,0,1,0,B07FWYARX,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,BIDHAN NAGAR,WEST BENGAL,700091,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1436,06/04/2019 05:10,04/06/2019,04:10:00,2019 - Q2,2,2019,4,6,0,0,6,0,0,0,0,1,0,B07FWWVWV,M,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,90,KARWAR,KARNATAKA,581400,School,245,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1437,06/04/2019 06:08,04/06/2019,05:08:00,2019 - Q2,2,2019,4,6,0,0,6,0,0,0,0,1,0,B07FWXAWX,M,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,90,NEW PANVEL,MAHARASHTRA,410206,school,198,NCERT,National Council of Education Research and Training,18,19.44,88.56
1438,06/04/2019 12:51,04/06/2019,11:51:00,2019 - Q2,2,2019,4,6,0,0,6,0,1,0,0,0,0,B07FWWXXU,M,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,Chennai,TAMIL NADU,600096,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1439,06/04/2019 12:51,04/06/2019,11:51:00,2019 - Q2,2,2019,4,6,0,0,6,0,1,0,0,0,1,B07FWXTQU,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,Chennai,TAMIL NADU,600096,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1440,06/04/2019 14:10,04/06/2019,13:10:00,2019 - Q2,2,2019,4,6,0,0,6,0,0,1,0,0,1,B07FWXSVX,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,PATNA,BIHAR,801105,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1441,06/04/2019 19:29,04/06/2019,18:29:00,2019 - Q2,2,2019,4,6,0,0,6,0,0,0,1,0,1,B07FWWBUW,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,MYSURU,KARNATAKA,570003,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1442,07/04/2019 04:22,04/07/2019,03:22:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,0,B07FWVYVS,M,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,FARIDABAD,HARYANA,121003,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1443,07/04/2019 05:11,04/07/2019,04:11:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,0,B07FWVXQS,M,Ruchira Bhag - 1 Sanskrit Textbook for Class - 6  - 649,Shipped,1,INR,97,90,MAHOOR,MAHARASHTRA,431721,school,187,NCERT,National Council of Education Research and Training,18,17.46,79.54
1444,07/04/2019 05:50,04/07/2019,04:50:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,1,B07FWWARU,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,MOHALI,PUNJAB,160071,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1445,07/04/2019 06:00,04/07/2019,05:00:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,1,B07FWVYTU,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,RISHIKESH,UTTARAKHAND,249201,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1446,07/04/2019 06:10,04/07/2019,05:10:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,1,B07FWWUXS,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,INR,310,140,gandhinagar,GUJARAT,382421,School,450,NCERT,National Council of Education Research and Training (2014),18,55.8,254.2
1447,07/04/2019 06:41,04/07/2019,05:41:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,0,B07FWXTUQ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,CHENNAI,TAMIL NADU,600128,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1448,07/04/2019 06:45,04/07/2019,05:45:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,0,1,0,B07FWVUTZ,M,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,MUMBAI,MAHARASHTRA,400077,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1449,07/04/2019 07:05,04/07/2019,06:05:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWVBYX,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,HYDERABAD,TELANGANA,500049,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1450,07/04/2019 07:10,04/07/2019,06:10:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWVVSW,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,SIRSA,HARYANA,125055,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1451,07/04/2019 07:17,04/07/2019,06:17:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWWBQY,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GREATER NOIDA,UTTAR PRADESH,201308,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1452,07/04/2019 07:39,04/07/2019,06:39:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWWTRZ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,CHENNAI,TAMIL NADU,600122,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1453,07/04/2019 07:42,04/07/2019,06:42:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWYATS,F,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,Dombivli (East),MAHARASHTRA,421201,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1454,07/04/2019 07:44,04/07/2019,06:44:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWVVYS,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122001,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1455,07/04/2019 07:46,04/07/2019,06:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWWSQT,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,Mumbai,MAHARASHTRA,400071,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1456,07/04/2019 07:46,04/07/2019,06:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWVAWW,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,70,Mumbai,MAHARASHTRA,400071,school,161,NCERT,National Council of Education Research and Training,18,16.38,74.62
1457,07/04/2019 08:27,04/07/2019,07:27:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWXTXV,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,Bolpur,WEST BENGAL,731204,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1458,07/04/2019 08:54,04/07/2019,07:54:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWWUTZ,M,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,GREATER NOIDA,UTTAR PRADESH,201308,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1459,07/04/2019 09:49,04/07/2019,08:49:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWXXRS,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,SORO,ODISHA,756045,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1460,07/04/2019 10:28,04/07/2019,09:28:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWWXYS,F,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,Anand,Gujarat,388001,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1461,07/04/2019 10:32,04/07/2019,09:32:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWYXZW,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,BIDHAN NAGAR,WEST BENGAL,700098,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1462,07/04/2019 11:25,04/07/2019,10:25:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWYXTT,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GHAZIABAD,UTTAR PRADESH,201012,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1463,07/04/2019 11:43,04/07/2019,10:43:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWVWYW,F,Science Textbook for Class - 6  - 652,Shipped,2,INR,182,140,BHIND,MADHYA PRADESH,477001,school,322,NCERT,National Council of Education Research and Training,18,32.76,149.24
1464,07/04/2019 12:41,04/07/2019,11:41:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWYSXZ,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122002,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1465,07/04/2019 12:49,04/07/2019,11:49:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,1,B07FWVUUX,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,Bhubaneswar,ODISHA,751030,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1466,07/04/2019 12:51,04/07/2019,11:51:00,2019 - Q2,2,2019,4,7,0,0,7,0,1,0,0,0,0,B07FWVVZT,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,JAIPUR,RAJASTHAN,302017,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1467,07/04/2019 13:34,04/07/2019,12:34:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWTRU,F,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,1,INR,86,90,LUCKNOW,UTTAR PRADESH,226022,school,176,NCERT,National Council of Education Research and Training,18,15.4404,70.3396
1468,07/04/2019 13:38,04/07/2019,12:38:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWYYXQ,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,KHAMBHAT,GUJARAT,388620,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1469,07/04/2019 13:38,04/07/2019,12:38:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWSQV,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,70,KHAMBHAT,GUJARAT,388620,school,161,NCERT,National Council of Education Research and Training,18,16.38,74.62
1470,07/04/2019 13:45,04/07/2019,12:45:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWWVR,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,BENGALURU,KARNATAKA,560048,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1471,07/04/2019 13:45,04/07/2019,12:45:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWVWZQ,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,MUMBAI,MAHARASHTRA,400103,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1472,07/04/2019 13:46,04/07/2019,12:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWYZWX,M,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,INR,310,113,HYDERABAD,TELANGANA,500047,School,423,NCERT,National Council of Education Research and Training (2014),18,55.8,254.2
1473,07/04/2019 13:46,04/07/2019,12:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWSSS,F,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,2,INR,216,113,HYDERABAD,TELANGANA,500047,school,329,NCERT,National Council of Education Research and Training,18,38.88,177.12
1474,07/04/2019 13:46,04/07/2019,12:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWWTUU,M,Science Textbook for Class - 6  - 652,Shipped,2,INR,182,113,Bellare,KARNATAKA,574212,school,295,NCERT,National Council of Education Research and Training,18,32.76,149.24
1475,07/04/2019 13:58,04/07/2019,12:58:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWXUTW,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,CUTTACK,ODISHA,753004,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1476,07/04/2019 14:55,04/07/2019,13:55:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWVVVR,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,BILIMORA,GUJARAT,396380,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1477,07/04/2019 15:24,04/07/2019,14:24:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWWYTR,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122011,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1478,07/04/2019 16:00,04/07/2019,15:00:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWUUW,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,GHAZIABAD,UTTAR PRADESH,201013,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1479,07/04/2019 16:00,04/07/2019,15:00:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWYBZX,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,70,GHAZIABAD,UTTAR PRADESH,201013,school,161,NCERT,National Council of Education Research and Training,18,16.38,74.62
1480,07/04/2019 16:20,04/07/2019,15:20:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWXTWS,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GREATER NOIDA,UTTAR PRADESH,201312,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1481,07/04/2019 16:20,04/07/2019,15:20:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWXUUW,F,Ruchira Bhag - 2 Sanskrit Textbook for Class - 7  - 755,Shipped,2,INR,172,140,AHMEDABAD,GUJARAT,382418,school,312,NCERT,National Council of Education Research and Training,18,30.8808,140.6792
1482,07/04/2019 16:43,04/07/2019,15:43:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,0,B07FWYTUV,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,Gandhinagar,Gujarat,382007,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1483,07/04/2019 16:46,04/07/2019,15:46:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,1,0,0,1,B07FWWYYS,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,2,INR,310,140,Mumbai,Maharashtra,400089,School,450,NCERT,National Council of Education Research and Training (2014),18,55.8,254.2
1484,07/04/2019 17:00,04/07/2019,16:00:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,0,B07FWVYYT,M,Vasant Bhaag - 1 Textbook in Hindi for Class - 6  - 644,Shipped,1,INR,108,70,Mumbai,Maharashtra,400089,school,178,NCERT,National Council of Education Research and Training,18,19.44,88.56
1485,07/04/2019 17:00,04/07/2019,16:00:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,1,B07FWVXST,F,Bal RamKatha - TextBook in Hindi for Class - 6  - 645,Shipped,1,INR,155,70,Mumbai,Maharashtra,400089,School,225,NCERT,National Council of Education Research and Training (2014),18,27.9,127.1
1486,07/04/2019 17:19,04/07/2019,16:19:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,1,B07FWXSRU,F,Social Change and Development in India Textbook in Sociology for Class 12  - 12109,Shipped,1,INR,157,90,AGARTALA,TRIPURA,799004,school,247,NCERT,National Council of Education Research and Training,18,28.26,128.74
1487,07/04/2019 17:23,04/07/2019,16:23:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,0,B07FWVAWS,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,JHAJJAR,HARYANA,124507,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1488,07/04/2019 17:43,04/07/2019,16:43:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,1,B07FWYSWU,F,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,GURUGRAM,HARYANA,122018,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
1489,07/04/2019 17:51,04/07/2019,16:51:00,2019 - Q2,2,2019,4,7,0,0,7,0,0,0,1,0,0,B07FWYXVW,M,Science Textbook for Class - 6  - 652,Shipped,1,INR,91,90,RISHIKESH,UTTARAKHAND,249201,school,181,NCERT,National Council of Education Research and Training,18,16.38,74.62
